Country,SE.COM.DURS,SE.ENR.PRIM.FM.ZS,SE.ENR.PRSC.FM.ZS,SE.ENR.SECO.FM.ZS,SE.ENR.TERT.FM.ZS,SE.PRE.DURS,SE.PRE.ENRL.TC.ZS,SE.PRE.ENRR,SE.PRE.ENRR.FE,SE.PRE.ENRR.MA,SE.PRM.AGES,SE.PRM.CMPT.FE.ZS,SE.PRM.CMPT.MA.ZS,SE.PRM.CMPT.ZS,SE.PRM.DURS,SE.PRM.ENRL,SE.PRM.ENRL.FE.ZS,SE.PRM.ENRL.TC.ZS,SE.PRM.ENRR,SE.PRM.ENRR.FE,SE.PRM.ENRR.MA,SE.PRM.GINT.FE.ZS,SE.PRM.GINT.MA.ZS,SE.PRM.GINT.ZS,SE.PRM.NENR,SE.PRM.OENR.FE.ZS,SE.PRM.OENR.MA.ZS,SE.PRM.OENR.ZS,SE.PRM.PRIV.ZS,SE.PRM.PRSL.FE.ZS,SE.PRM.PRSL.MA.ZS,SE.PRM.PRSL.ZS,SE.PRM.REPT.FE.ZS,SE.PRM.REPT.MA.ZS,SE.PRM.REPT.ZS,SE.PRM.TCHR,SE.PRM.TCHR.FE.ZS,SE.PRM.TENR,SE.PRM.UNER,SE.PRM.UNER.FE,SE.PRM.UNER.FE.ZS,SE.PRM.UNER.MA,SE.PRM.UNER.MA.ZS,SE.PRM.UNER.ZS,SE.SEC.AGES,SE.SEC.CMPT.LO.FE.ZS,SE.SEC.CMPT.LO.MA.ZS,SE.SEC.CMPT.LO.ZS,SE.SEC.DURS,SE.SEC.ENRL,SE.SEC.ENRL.FE.ZS,SE.SEC.ENRL.GC,SE.SEC.ENRL.GC.FE.ZS,SE.SEC.ENRL.LO.TC.ZS,SE.SEC.ENRL.TC.ZS,SE.SEC.ENRL.VO,SE.SEC.ENRL.VO.FE.ZS,SE.SEC.ENRR,SE.SEC.ENRR.FE,SE.SEC.ENRR.MA,SE.SEC.NENR,SE.SEC.NENR.FE,SE.SEC.NENR.MA,SE.SEC.PRIV.ZS,SE.SEC.PROG.FE.ZS,SE.SEC.PROG.MA.ZS,SE.SEC.PROG.ZS,SE.SEC.TCHR,SE.SEC.TCHR.FE,SE.SEC.TCHR.FE.ZS,SE.TER.ENRR,SE.TER.ENRR.FE,SE.TER.ENRR.MA,SE.XPD.PRIM.ZS,SE.XPD.SECO.ZS,SE.XPD.TERT.ZS,SE.XPD.TOTL.GB.ZS,SE.XPD.TOTL.GD.ZS,SH.DTH.0509,SH.DTH.1014,SH.DTH.1519,SH.DTH.2024,SH.DYN.0509,SH.DYN.1014,SH.DYN.1519,SH.DYN.2024,SL.TLF.TOTL.FE.ZS,SL.TLF.TOTL.IN,SL.UEM.TOTL.FE.ZS,SL.UEM.TOTL.MA.ZS,SL.UEM.TOTL.ZS,SP.POP.0014.TO.ZS,SP.POP.1564.TO.ZS
Eritrea,8.0,0.857460022,0.878799975,0.90941,,2.0,29.34934,23.3283596,23.23020935,23.42217064,6.0,56.17720032,64.19847107,60.27051163,5.0,349753.0,45.10555,38.74092,68.43383026,63.07897949,73.56524658,68.71775,77.84778,73.38348,51.45515,22.21948,26.72101,24.69057,10.64264965,,,,6.969539999999999,9.07107,8.12316,9028.0,39.02304077,51.8316,241988.0,124564.0,49.80646896,117424.0,44.99245071,47.34817886,11.0,52.10837936,50.25733948,51.16453934,7.0,260421.0,46.72357,257599.0,46.72417,40.34151,35.02165,2822.0,46.66903,47.69710922,45.39511871,49.91706848,41.57501,40.25675,42.8463,7.470980167,,,,7436.0,1779.0,23.92415047,,,,,,,,,392.0,356.0,591.0,785.0,3.9,3.9,8.7,13.6,45.92043733,1589288.0,6.590000152999999,6.25,6.409999847000001,,
Estonia,9.0,1.002599955,1.015769958,1.028679967,1.340209961,7.0,,92.70336914,92.11814117,93.25952911,7.0,95.47147369,97.84900665,96.69463348,6.0,88107.0,,,97.66768646,97.79840088,97.54464722,,,,,,,,5.847439766,,,,,,,7662.0,90.43331146,,1946.0,886.0,2.025559902,1060.0,2.281039953,2.1571600440000003,13.0,102.1006317,102.3682938,102.2378235,6.0,84017.25,,,,,,,,116.651741,118.3416367,115.0426407,,,,3.737920046,,,,8684.0,6637.0,76.42790985,70.36543274,85.34838104,56.31224823,,,,,,8.0,9.0,23.0,33.0,0.5,0.6,2.0,2.5,48.27669263,705794.0,5.320000172,5.409999847000001,5.369999886,16.35707375,64.01656941
Eswatini,7.0,0.922640026,,,,3.0,,,,,6.0,95.57280731,93.40635681,94.48487091,7.0,237074.0,,,114.6936188,110.0519791,119.2794495,,,,,,,,,,,,,,,9006.0,69.68688202,,33794.0,17707.0,17.23711967,16087.0,15.4718399,16.34914017,13.0,57.11666107,51.00619888,54.04645157,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.0,100.0,260.0,361.0,10.3,3.5,10.2,15.7,48.17154011,367331.0,24.17000008,20.69000053,22.37000084,38.11249154,57.87292052
Ethiopia,8.0,,,,,3.0,,,,,7.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18226.0,13579.0,20993.0,19390.0,6.2,5.0,8.3,8.7,46.47965448,51400821.0,2.720000029,1.50999999,2.069999933,40.78298191,55.7158851
Euro area,10.0,0.99601,0.995,0.99445,1.152680039,6.0,11.98251,100.2056274,99.86781311,100.5259323,,97.41261292,95.54337311,96.45337677,6.0,18500000.0,48.5298,13.203,102.6105,102.3995,102.8102,97.93246,98.2791,98.11037,,,,,13.90687,97.05403,95.58404,96.29788,1.87595,2.83545,2.36981,1430413.0,85.16976,97.30733,242502.0,107430.0,1.22239995,135071.0,1.454959989,1.34186995,,93.89520264,91.35144806,92.59723663,6.0,28200000.0,48.32282,21300000.0,50.40438,11.30701,11.42415,6884519.0,41.89468,108.5652,108.2542,108.8583,90.60507,91.01464,90.22215,16.92194,,,,2477894.0,1571677.0,63.42793,75.15541077,81.55800629,69.10556793,,,,,,1288.0,1514.0,3970.0,6256.0,0.357402311,0.4271880779999999,1.135099414,1.707899514,46.07584681,165292410.0,8.57105624,7.847299765,8.180120675,15.06825685,64.33211107
Europe & Central Asia,10.0,0.99536,0.99261,0.99078,1.12669003,5.0,11.35679,75.92653656,75.44068146,76.38668823,,97.82582092,97.32598114,97.56958008,5.0,52300000.0,48.5804,14.86965,100.8571,100.6162,101.0855,96.57803,96.56311,96.57037,94.87481,,,,9.22517,98.16086,97.47442,97.80734,1.02218,1.43485,1.23437,3537581.0,85.44684000000001,96.05395,1076065.0,510465.0,2.024780035,565600.0,2.126290083,2.076900005,,94.55493927,94.23014832,94.39205933,7.0,78900000.0,48.34191,60900000.0,49.69418,10.49065,11.08115,18000000.0,43.75331,105.0671,104.5676,105.5406,89.92563,89.86586,89.98414,14.79887,,,,7143026.0,4816122.0,67.42412,71.96681976,76.96240997,67.21170807,,,,,,8387.0,8885.0,19230.0,30071.0,0.7,0.8,1.9,2.7,45.25657294,437855135.0,6.999953105,6.7946762860000005,6.887735642999999,18.01700094,65.62975639
Europe & Central Asia (IDA & IBRD countries),10.0,0.99347,0.98643,0.98198,1.07517004,5.0,10.3576,61.76702118,61.19591904,62.30736923,,97.54318237,97.73053741,97.63916779,4.0,25500000.0,48.55671,17.06837,98.8625,98.5301,99.17729,95.37688,95.14647,95.25853,92.15259,,,,2.20325,98.43121,98.002,98.20976,0.66892,0.7831899999999999,0.7277100000000001,1539982.0,86.20798,94.65785,777820.0,373282.0,2.973119974,404537.0,3.05140996,3.013329983,,93.77416229,94.78842926,94.2940979,8.0,40400000.0,48.10727,32400000.0,49.21489,9.70382,10.3459,7794040.0,43.50548,99.85872,98.92832,100.7432,88.43456,88.0361,88.81475,4.1448,,,,3899633.0,2776841.0,71.20775,71.91741943,74.79308319,69.17083740000001,,,,,,6617.0,6820.0,13674.0,21131.0,1.015125808,1.196943643,2.526573752,3.603083768,44.2238818,211848608.0,6.568018976,6.74622456,6.668189002999999,20.49314989,66.92941662
Europe & Central Asia (excluding high income),10.5,0.99399,0.98602,0.98118,1.042440057,5.0,,59.07777023,58.45412827,59.66775894,,98.31716156,98.48095703,98.40103912,4.0,22100000.0,48.53897,18.39211,99.66861,99.36015,99.96065,98.76142,98.18752,98.4666,91.81915,,,,1.84004,98.49422,98.03461,98.25727,0.66794,0.7258100000000001,0.69772,1195134.0,86.72628,94.40977,588631.0,285137.0,2.640369892,303493.0,2.660749912,2.650840044,,93.5104599,94.6830368,94.11165619,7.5,36200000.0,48.09481,30500000.0,49.05364,9.77936,10.48524,6994985.0,43.91356,99.63045,98.66019,100.5527,88.08639000000001,87.63771,88.51419,3.80318,,,,3495239.0,2492289.0,71.30525,73.13762665,74.75972748,71.58721924,,,,,,6260.0,6361.0,12552.0,19262.0,1.068788847,1.253669883,2.609099386,3.727073534,44.21681772,182608709.0,6.964444563,7.130803624,7.057572,21.32123639,66.94037868
European Union,10.0,0.99632,0.99847,1.00007,1.195919991,6.0,12.77154,98.335289,98.00505829,98.64851379,,97.18245697,96.05554962,96.60489655,6.0,29400000.0,48.59998,13.29708,101.5683,101.3762,101.7506,93.60495,94.26789,93.94508,,,,,14.90549,97.72328,96.77061,97.23305,1.29646,1.99199,1.65396,2254885.0,85.14806999999999,96.75901,527053.0,244627.0,1.735849977,282426.0,1.900750041,1.820479989,,94.32195282,92.66619873,93.4784317,6.0,42100000.0,48.57699,31200000.0,50.33841,11.55706,11.79284,11200000.0,43.66208,110.0254,110.0293,110.0217,91.46641,91.82051,91.13372,24.27495,,,,3567463.0,2288861.0,64.15935999999999,70.98668671,78.92343903,63.46089172,,,,,,1842.0,2213.0,5699.0,9169.0,0.388944943,0.478990111,1.259295133,1.891965877,45.84038686,216427263.0,7.579069743,7.003026682000001,7.267054612000001,15.147941199999998,64.68896084
Fiji,,,,,,3.0,,,,,6.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,45.0,56.0,92.0,2.1,2.8,3.8,6.3,32.9208706,359386.0,5.420000076,3.549999952,4.159999847,29.5126222,65.03769739
Finland,10.0,0.994700015,1.057899952,1.103610039,1.155539989,6.0,,85.25000763,84.97335815,85.51405334,7.0,100.7613373,100.0032806,100.3738098,6.0,368852.0,,,100.2051086,99.93276978,100.4656601,,,,,,,,1.839220047,,,,,,,27152.0,79.79891205,,4885.0,2086.0,1.159039974,2799.0,1.4878699780000002,1.327100039,13.0,99.30423737,99.66481781,99.48879242,6.0,546469.0,,,,,,,,154.82023619999998,162.63883969999998,147.3700256,,,,14.701840400000002,,,,39691.0,26880.0,67.72315979,90.2617569,98.06279755,82.81041718,,,,,,21.0,25.0,102.0,188.0,0.3,0.4,1.7,2.9,48.01478135,2742645.0,7.300000191,7.420000076,7.360000134,16.14518297,62.13402948
Fragile and conflict affected situations,9.0,0.90831,0.8908200000000001,0.85331,,3.0,25.126620000000003,27.80640984,27.86581993,27.74885941,,68.41887665,75.98483276,72.25985718,6.0,108000000.0,46.934470000000005,30.49175,94.41408,89.8083,98.87364,110.0383,119.3708,114.7663,77.02801,,,,16.22866,,,,8.619639999999999,9.72452,9.20595,3614224.0,51.63227,,27600000.0,15900000.0,28.30513,11800000.0,20.33748055,24.25704002,,45.0795784,53.10430908,49.14760971,6.0,46300000.0,44.22324,30300000.0,44.68066,,19.02135,2029942.0,37.38778,46.97909,43.21266,50.64099,37.62826,33.78372,41.39649,18.30707,,,,,,,,,,,,,,,215041.0,128505.0,170651.0,193789.0,9.996646757,6.79556772,10.38656951,13.74141446,40.36123717,270636049.0,7.182589318,6.729251118,6.913507517,41.04034602,55.5895268
France,10.0,0.994579971,1.000519991,1.00474,1.197710037,3.0,,106.1591034,105.953743,106.3561935,6.0,,,,5.0,4302412.0,,,102.8740005,102.588562,103.1471329,,,,,,,,15.04819012,,,,,,,243870.0,83.03234863,,1763.0,,,,,0.04214,11.0,99.662117,99.67961884,99.67105865,7.0,6109604.0,,,,,,,,104.1385574,104.3910217,103.8980408,,,,25.20491982,,,,457912.0,275279.0,60.11613846,67.62465668,75.21047974,60.34038162,,,,,,277.0,324.0,889.0,1479.0,0.3,0.4,1.2,2.0,47.93225241,30376991.0,9.050000191,8.989999771,9.020000458,17.95646444,62.00891081
Gabon,10.0,,,,,3.0,,,,,6.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.0,307.0,270.0,301.0,5.6,7.2,7.3,8.3,40.00703039,702664.0,28.01000023,14.27000046,19.77000046,37.0258697,59.41022284
"Gambia, The",9.0,1.094200015,,,,5.0,48.04031,41.67163849,42.90576172,40.46189117,7.0,,,,6.0,350323.0,51.81304,36.13813,98.01438141,102.4634628,93.64234924,,,,76.81635,18.65817,19.41295,19.02187,30.03428078,88.44197083,80.22028351,84.35405731,,,,9694.0,35.51681137,81.80852,65020.0,25341.0,14.30490971,39679.0,22.01074982,18.19148064,13.0,,,,6.0,,,163065.0,53.16469,19.33544,,,,,,,,,,,,,,7841.0,1525.0,19.4490509,,,,,,,11.18826962,2.420300007,402.0,268.0,407.0,484.0,6.0,4.7,8.3,11.0,43.94003356,753288.0,12.14999962,6.559999942999999,9.020000458,44.26874506,53.141274
Georgia,9.0,1.011530042,1.012490034,1.014289975,1.101709962,3.0,,,,,6.0,96.34047699,94.76690674,95.50823212,6.0,305368.0,47.711940000000006,8.98194,98.63083649,99.22566223,98.09427643,102.18349,101.47393,101.81292,96.43624,1.31712,1.53879,1.43303,10.3344202,98.72270966,98.6364975,98.67887115,0.3322,0.44216,0.38969,33998.0,90.66416168,99.21379,2434.0,,,,,0.7862100009999999,12.0,102.164093,101.4952316,101.8094482,6.0,280425.0,47.28394,269772.0,47.50196,8.28271,7.575369999999999,10653.0,41.76288,105.9787216,106.7772598,105.2725677,95.94754,96.84329,95.15542,10.16456985,,,,37018.0,29752.0,80.37171173,60.33444977,63.73786163,57.25505829,,,,12.95149994,3.52105999,65.0,61.0,125.0,212.0,1.2,1.3,2.8,4.2,46.42039974,1922142.0,11.22000027,13.92000008,12.67000008,19.795240600000003,65.33926797
Germany,13.0,1.00722003,0.960990012,0.94155997,1.030769944,6.0,,108.5268784,108.0616302,108.9666519,6.0,101.5877686,100.1462402,100.8433228,4.0,2987112.0,,,103.8945618,104.279808,103.5328064,,,,,,,,5.0490598680000005,,,,,,,244874.0,87.34036255,,19808.0,,,,,0.6889399890000001,10.0,,,,9.0,6948797.5,,,,,,,,97.59349823,94.55297089,100.4210892,,,,9.632089615,,,,586911.8125,371794.3438,63.34756088,70.34264374,71.48545074,69.28555298,,,,,,284.0,316.0,942.0,1398.0,0.4,0.4,1.1,1.5,46.31661327,43562287.0,2.910000086,3.789999962,3.380000114,13.6210301,64.9170079
Ghana,11.0,1.012159944,1.002220035,0.985480011,0.765330017,5.0,28.798990000000003,114.54705049999998,115.5529327,113.5823212,6.0,94.60922241,93.04157257,93.80911255,6.0,4401194.0,49.279790000000006,27.24556,103.5684662,104.2070084,102.9555206,100.79903,99.92681,100.35399,84.48045,15.34949,15.50297,15.42734,27.85280991,,,,1.69284,1.91879,1.80744,161538.0,41.63230896,85.00771,153986.0,69192.0,3.324399948,84794.0,3.910779953,3.623579979,12.0,77.40064240000001,78.6553421,78.04167938,6.0,2677145.0,48.54687,2605193.0,49.19336,13.38026,16.01642,71952.0,25.13898,71.31968689,70.78669739,71.82997894,58.2609,58.78122,57.762730000000005,16.12800026,,,,167150.0,42110.0,25.19293976,15.6917696,13.56527996,17.72464943,,,,18.59816933,3.989439964,4651.0,3240.0,4650.0,4299.0,6.2,4.8,7.6,7.8,46.55622413,12611143.0,4.289999962,4.0500001910000005,4.159999847,37.59606159,59.33504041
Greece,10.0,1.003440022,0.975350022,0.948599994,1.000409961,6.0,,77.60772705,77.88819122,77.34532928,6.0,97.54270172,98.3012085,97.93238068,6.0,643187.0,,,99.36643219,99.54216766,99.20121765,,,,,,,,5.820390224,,,,,,,70598.0,71.82356262,,9246.0,3856.0,1.229380012,5390.0,1.615550041,1.4284199480000002,12.0,93.52023315,94.98947906,94.271492,6.0,668196.0,,,,,,,,104.8778992,102.0523605,107.5824966,,,,4.437019825,,,,78505.0,47971.0,61.10565948,142.8520355,142.882431,142.8231506,,,,,,44.0,51.0,126.0,203.0,0.4,0.5,1.2,1.9,43.7303669,4804069.0,24.29000092,15.40999985,19.29000092,14.07124487,64.27348306
Grenada,12.0,0.984589994,1.004469991,1.032850027,1.198089957,5.0,12.36789,100.4891281,102.2803116,98.7779007,5.0,120.85967250000002,125.0299377,123.0012283,7.0,13195.0,48.21523,16.35068,106.8507614,105.9980011,107.65715790000002,99.55654,98.21053,98.86609,95.86628,2.75071,5.40026,4.12277,77.42327118,,,,1.60327,3.14649,2.40243,807.0,81.53656006,99.23558,94.0,,,,,0.764419973,12.0,112.3783035,101.2032089,106.6802979,5.0,9135.0,49.77559,9135.0,49.77559,12.7968,12.81206,,,120.1183395,122.0998917,118.2169495,,,,63.10892105,,,,713.0,463.0,64.93688965,104.561882,116.2242584,93.20107269,,,,,,3.0,3.0,4.0,6.0,1.8,2.0,2.6,3.4,,,,,,23.56128986,66.81680334
Guatemala,16.0,0.97420001,0.966359973,0.953310013,,7.0,,50.74465179,51.13417053,50.37176895,7.0,79.41378784,79.95549774,79.69037628,6.0,2362116.0,48.26948,20.26228,101.9026184,100.5426712,103.2051926,104.59575,105.9145,105.26949,86.88631,8.91823,11.60872,10.31004,12.15460968,72.89486694,70.85935974,71.84781647,7.764289999999999,10.17959,9.01374,116577.0,64.66541289999999,89.21348,246375.0,117083.0,10.32452965,129292.0,10.92006016,10.62872028,13.0,55.17914963,57.58036041,56.40378189,6.0,1227191.0,47.83371,875321.0,46.55401,12.35231,10.49312,351870.0,51.017140000000005,52.72243118,51.43817902,53.95769882,43.77665,42.97926,44.54363,63.00151825,,,,116952.0,57769.0,49.39548111,,,,55.59887,13.17728,13.89463,23.74954033,3.140929937,651.0,814.0,2462.0,3032.0,1.7,2.1,6.4,8.7,33.23798789,6690059.0,3.470000029,1.879999995,2.410000086,34.43539539,60.7525321
Guinea,6.0,,,,,5.0,,,,,7.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,61.64747,20.92364,17.2974,14.87012005,2.3159399030000003,4702.0,2085.0,3971.0,4590.0,13.0,6.4,13.7,18.7,54.46515081,4290415.0,3.180000067,5.400000095,4.190000057,43.85017334,53.22380421
Guinea-Bissau,9.0,,,,,3.0,,,,,6.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668.0,167.0,429.0,494.0,12.5,3.6,10.8,14.1,47.71154668,779107.0,2.809999943,2.859999895,2.839999914,42.33915221,54.83713146
Guyana,6.0,,,,,3.0,,,,,6.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.99738026,5.493579865,30.0,42.0,94.0,183.0,2.1,2.9,6.0,11.6,39.02703866,306672.0,16.55999947,12.39000034,14.02000046,28.2145452,65.33518355
Haiti,6.0,,,,,6.0,,,,,6.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.44034958,2.780469894,1624.0,1113.0,1591.0,2505.0,6.5,4.7,7.0,11.9,48.11985015,5044199.0,16.39999962,10.96000004,13.57999992,33.24224426,61.80835189
Heavily indebted poor countries (HIPC),8.5,0.94062,0.91696,0.8538399999999999,0.706830025,3.0,29.74233,24.53360939,24.63776016,24.4318409,,65.59207916,68.0164032,66.81575775,6.0,132000000.0,48.13873,39.66142,102.1012,98.94514,105.1919,116.4222,124.6291,120.5726,80.40995,,,,13.76441,56.1251,50.69747,53.28344,8.676860000000001,9.20593,8.951239999999999,3359544.0,42.21145,80.4261,21700000.0,11900000.0,18.70861053,9817893.0,15.082940099999998,16.87681007,,37.64628983,43.99171829,40.84294128,6.0,45100000.0,45.57916,40900000.0,45.89096,,21.37058,3999980.0,42.39084,41.39742,38.10805,44.63159,32.8487,30.48065,35.18121,21.33027,,,,2135095.0,547372.1,25.63689,8.877759933,7.347420216000001,10.39490032,,,,17.70918083,3.547209978,208759.0,125000.0,189599.0,203137.0,9.320066051,6.315316706,11.03343852,13.88717715,45.284583700000006,308022190.0,4.713910878,4.257558987,4.463428926000001,42.85605987,54.11553089
High income,10.0,0.99879,0.99674,0.99505,1.196310043,5.0,14.21111,84.34293365,84.41056061,84.27854919,,97.02462006,99.34442902,98.21237183,6.0,78400000.0,48.7117,14.03652,101.0169,100.9543,101.0765,98.36292,98.64522,98.50754,96.15167,,,,13.00261,95.73837,95.20755,95.46569,1.17117,1.6580700000000002,1.42089,5621228.0,81.70368,96.26165,1260048.0,610935.0,1.612969995,649113.0,1.632009983,1.6227200030000002,,95.83856964,92.73216248,94.25405884,6.0,91800000.0,48.38355,76100000.0,49.35635,12.69984,12.63098,14000000.0,43.07556,105.9274,105.6577,106.1837,90.81931,91.268,90.39525,20.47921,,,,7288579.0,4378908.0,60.07903,77.04119873,85.70968628,68.88398743,,,,,,6739.0,7985.0,25150.0,45623.0,0.5,0.6,1.9,3.1,44.21446471,623331298.0,5.355600744,4.846318354,5.071681105,16.50812531,65.55909046
Honduras,12.0,,,,1.267459989,3.0,,,,,6.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,26.16422081,30.28330994,22.18382072,,,,22.95435905,6.06746006,397.0,532.0,851.0,1200.0,2.0,2.6,4.1,6.1,38.15528386,4499901.0,7.239999771,4.670000076,5.650000095,31.74088153,63.56850081
"Hong Kong SAR, China",9.0,1.044780016,1.0073299409999998,0.969929993,1.101330042,3.0,,106.404808,109.3399506,103.8532181,6.0,105.6899185,103.4179764,104.4942322,6.0,365732.0,47.798390000000005,13.347879999999998,108.6176682,111.1567535,106.3924179,117.2294,110.50432,113.61493,95.45476,2.33105,2.78077,2.56581,18.77386093,98.21170807,96.5703125,97.35318756,0.36839,0.43317,0.40221,27400.0,76.90511322,96.26568,8187.0,,,,,2.431390047,12.0,105.6166382,107.7394028,106.7035065,6.0,349086.0,47.56879,341591.0,48.27001,,11.22247,7495.0,15.61041,107.4897919,105.7951126,109.0749817,96.14117,96.54371,95.76465,20.40929985,,,,31106.0,17488.0,56.22066116,76.92223358,81.11762238,72.89820862,22.08105,31.31521,29.38676,18.78783989,3.326519966,,,,,,,,,49.23992808,3961533.0,2.630000114,3.430000067,3.039999962,11.90089708,71.2240546
Hungary,13.0,0.992959976,0.994589984,0.995500028,1.184659958,5.0,,85.78372955,84.29859924,87.1967926,7.0,99.73872375,98.00428009,98.84925079,4.0,373837.0,,,96.76048279,96.4099884,97.09398651,,,,,,,,17.50602913,,,,,,,,,,17172.0,8558.0,4.542850018,8614.0,4.35119009,4.44464016,11.0,93.34484863,92.44094849,92.87969971,8.0,808569.0,,,,,,,,103.9211578,103.68013,104.1490402,,,,22.44384956,,,,,,,50.30653,55.56222916,45.30236053,,,,,,39.0,56.0,138.0,223.0,0.4,0.6,1.4,2.0,45.45373284,4732212.0,3.99000001,3.480000019,3.710000038,14.41199221,66.4302824
IBRD only,10.0,0.99951,1.00802,1.0169,1.150529981,5.0,16.72069,69.60028076,69.87081146,69.3525238,,95.32501221,94.67539978,94.98506165,6.0,419000000.0,48.66838,21.996,101.6957,101.6697,101.7195,101.3685,102.1615,101.7823,94.32971,,,,20.79686,91.12987,89.85655,90.46299,1.57036,2.1363,1.86087,19900000.0,68.17712,96.18396,13800000.0,6887406.0,3.496920109,6900853.0,3.202219963,3.3429501060000004,,85.81706238,82.52261353,84.09455109,6.0,400000000.0,48.10305,354000000.0,48.77774,16.68433,17.233539999999998,43800000.0,42.6422,83.79868,84.53326,83.12810999999999,73.57131,74.77996999999999,72.46928,27.48984,,,,23000000.0,12900000.0,55.988690000000005,42.39883041,46.00431824,39.07917023,,,,,,157543.0,146727.0,268565.0,386067.0,2.068856877,1.971868426,3.661216154,5.191858143999999,36.98689702,2196684204.0,5.749734192999999,5.600733691,5.655363727999999,23.57935144,67.93742316
IDA & IBRD total,9.0,0.97893,0.9837,0.9892,1.104570031,3.0,18.23975,58.6149292,58.35609055,58.8564682,,87.79412842,88.52397919,88.17144012,6.0,654000000.0,48.39372,25.328000000000003,101.1766,100.063,102.2163,103.951,107.312,105.6886,88.61307,,,,19.34996,80.27896,77.67025,78.90986,3.05847,3.61487,3.3456,26500000.0,63.45213,89.76472,56900000.0,30800000.0,9.874690056,26000000.0,7.77989006,8.791370392000001,,73.76528168,73.15209198,73.44700623,6.0,508000000.0,47.88854,456000000.0,48.49572,17.71122,18.02335,49600000.0,42.29874,72.40063,71.99354,72.77939,63.32784,63.23281,63.418040000000005,28.04105,,,,28000000.0,14800000.0,52.801190000000005,33.4079895,35.31438065,31.62154007,,,,,,509497.0,363976.0,578303.0,714792.0,4.294438979,3.226848287,5.362587164,6.81147148,37.71022457,2826300638.0,5.595058522,5.356753554,5.446318882000001,27.48348558,65.2919282
IDA blend,9.5,0.91948,0.91125,0.8939799999999999,0.7840800290000001,3.0,,71.86483765,69.37114716,74.23737335,,72.75289154,81.38627625,77.1725235,6.0,70800000.0,46.74869,34.26502,93.08309,89.0916,96.89392,94.88629,106.9453,101.0628,,,,,23.72771,70.79671,67.85813,69.20965,2.10862,2.37911,2.25266,2065857.0,55.17408,71.55632,18600000.0,10800000.0,29.15591049,7752085.0,19.90862083,24.42521095,,51.44966888,56.69919968,54.13904953,6.0,37100000.0,45.96137,35100000.0,46.20324,16.70423,18.86477,2214384.0,42.12489,48.13094,45.37252,50.75351,44.93787,42.98152,46.80114,23.0912,,,,1942763.0,999408.2,51.44263,9.935199738,8.711890221,11.11098003,,,,16.22542,4.4086500410000005,126331.0,73749.0,84268.0,87130.0,8.790071013,5.812581467,7.449192257000001,8.581077032,35.88032964,194115801.0,5.859943895,5.218277383999999,5.450357259,38.93983897,57.61615251
IDA only,9.0,0.95372,0.94756,0.93442,0.760249972,3.0,27.46162,25.46817017,25.56110001,25.37767982,,73.89935303,73.45929718,73.6762085,6.0,164000000.0,48.37032,35.97722,103.7184,101.2332,106.1453,115.3946,121.9323,118.7054,81.34393,,,,13.75821,59.12016,53.5351,56.2125,7.5168,8.15525,7.846430000000001,4585821.0,46.72659,81.83126,24500000.0,13100000.0,16.77839088,11400000.0,14.20775032,15.47782993,,48.8728714,51.5809288,50.23981857,6.0,71400000.0,47.70363,67200000.0,48.21193,26.25491,23.53348,3603713.0,38.22685,48.26444,46.6107,49.882,39.94525,37.76916,42.07594,33.70134,,,,3049690.0,902156.8,29.58192,11.79677963,10.18146038,13.39233971,,,,16.91456509,3.696439981,225623.0,143500.0,225470.0,241595.0,8.014126314,5.584789222,9.742630386,11.82178842,42.17435982,435500633.0,4.810384228999999,4.084255003,4.390087524,38.90214575,57.51025579
